time,weather_code,temperature_2m_mean,temperature_2m_max,temperature_2m_min,apparent_temperature_mean,precipitation_sum,relative_humidity_2m_mean,wind_speed_10m_mean,wind_speed_10m_max,wind_gusts_10m_max,surface_pressure_mean,cloud_cover_mean,shortwave_radiation_sum,et0_fao_evapotranspiration,uv_index_max,district_id,district_name,latitude,longitude
2017-03-21,0,27.5,34.9,20.0,27.2,0.0,38,7.6,10.6,27.7,976.2,0,25.78,6.42,,balod,Balod,20.73,81.2
2017-03-22,0,28.3,36.5,19.9,28.2,0.0,37,5.9,8.7,22.7,974.7,0,25.61,6.27,,balod,Balod,20.73,81.2
2017-03-23,0,29.9,38.3,21.4,30.1,0.0,35,6.3,8.2,21.2,973.3,0,25.54,6.45,,balod,Balod,20.73,81.2
2017-03-24,0,31.3,39.4,22.2,31.7,0.0,34,7.3,9.7,25.6,972.8,1,25.45,6.76,,balod,Balod,20.73,81.2
2017-03-25,2,32.5,40.5,25.4,32.7,0.0,32,8.9,16.0,33.5,972.8,10,24.62,7.14,,balod,Balod,20.73,81.2
2017-03-26,0,31.6,39.3,24.2,32.0,0.0,33,7.5,9.8,27.7,973.8,0,25.5,6.92,,balod,Balod,20.73,81.2
2017-03-27,0,31.7,39.3,23.8,32.4,0.0,36,7.2,10.5,30.2,973.8,0,25.56,6.82,,balod,Balod,20.73,81.2
2017-03-28,0,32.3,40.3,25.1,33.4,0.0,35,5.8,8.4,22.0,973.5,0,25.86,6.63,,balod,Balod,20.73,81.2
2017-03-29,0,33.5,42.1,25.9,34.5,0.0,34,8.4,13.5,27.7,972.4,0,25.66,7.23,,balod,Balod,20.73,81.2
2017-03-30,0,33.9,41.5,26.5,34.5,0.0,35,11.4,17.6,36.4,972.7,0,25.69,8.0,,balod,Balod,20.73,81.2
2017-03-31,0,33.7,41.8,26.9,34.7,0.0,35,9.3,14.2,29.2,973.1,1,25.64,7.47,,balod,Balod,20.73,81.2
2017-04-01,1,33.8,41.0,26.7,34.3,0.0,34,10.9,17.3,35.6,971.5,11,23.16,7.43,,balod,Balod,20.73,81.2
2017-04-02,53,34.2,40.1,29.8,35.1,0.7,36,12.4,18.6,38.9,970.3,30,24.44,7.99,,balod,Balod,20.73,81.2
2017-04-03,3,33.9,40.3,29.4,34.2,0.0,36,14.9,21.6,42.1,971.2,29,22.73,8.22,,balod,Balod,20.73,81.2
2017-04-04,1,34.3,40.0,29.3,35.3,0.0,39,14.8,21.0,41.8,971.7,9,23.8,8.28,,balod,Balod,20.73,81.2
2017-04-05,1,34.5,40.4,28.9,35.5,0.0,40,15.6,21.2,43.2,970.6,7,22.31,8.13,,balod,Balod,20.73,81.2
2017-04-06,0,34.6,41.5,29.0,35.7,0.0,38,13.1,19.0,39.6,970.1,4,25.34,8.24,,balod,Balod,20.73,81.2
2017-04-07,1,34.2,40.7,28.2,34.6,0.0,33,12.2,19.6,43.2,970.5,7,23.01,7.76,,balod,Balod,20.73,81.2
2017-04-08,0,33.9,41.2,26.2,33.8,0.0,26,7.2,9.5,20.2,971.1,0,26.92,7.49,,balod,Balod,20.73,81.2
2017-04-09,0,33.6,40.5,26.7,33.2,0.0,25,8.0,12.6,28.4,971.6,0,26.75,7.55,,balod,Balod,20.73,81.2
2017-04-10,0,32.3,38.5,25.7,30.6,0.0,20,9.3,15.2,33.1,971.8,0,27.44,7.94,,balod,Balod,20.73,81.2
2017-04-11,0,30.9,40.6,23.0,29.4,0.0,22,8.1,12.6,27.7,971.9,0,28.02,7.61,,balod,Balod,20.73,81.2
2017-04-12,0,32.0,40.2,24.3,30.6,0.0,23,8.4,14.1,35.3,971.6,0,27.85,7.86,,balod,Balod,20.73,81.2
2017-04-13,0,32.4,41.6,22.8,30.8,0.0,21,8.2,11.3,25.9,970.8,0,27.71,7.83,,balod,Balod,20.73,81.2
2017-04-14,0,33.6,43.5,25.0,32.1,0.0,21,9.1,14.2,33.8,969.8,0,27.46,8.13,,balod,Balod,20.73,81.2
2017-04-15,1,33.8,42.4,26.9,33.5,0.0,27,9.6,16.9,36.4,968.0,3,26.05,7.76,,balod,Balod,20.73,81.2
2017-04-16,0,34.5,43.0,26.4,33.7,0.0,24,10.8,18.8,36.7,966.8,0,27.31,8.57,,balod,Balod,20.73,81.2
2017-04-17,1,34.4,42.1,26.8,34.1,0.0,25,9.0,15.2,37.4,969.0,2,27.26,8.23,,balod,Balod,20.73,81.2
2017-04-18,1,35.0,43.5,27.0,35.1,0.0,26,7.7,15.5,33.1,968.7,3,26.9,7.67,,balod,Balod,20.73,81.2
2017-04-19,1,35.7,42.4,30.3,35.3,0.0,29,14.3,22.1,38.2,968.2,8,25.86,8.99,,balod,Balod,20.73,81.2
2017-04-20,1,34.9,42.3,28.6,34.7,0.0,30,13.4,19.7,42.5,968.2,8,26.22,8.9,,balod,Balod,20.73,81.2
2017-04-21,1,35.3,42.1,29.7,35.0,0.0,30,14.1,20.6,45.0,968.3,9,25.32,8.9,,balod,Balod,20.73,81.2
2017-04-22,3,36.6,43.3,29.8,35.6,0.0,26,15.1,18.3,36.4,968.6,21,25.12,9.71,,balod,Balod,20.73,81.2
2017-04-23,1,36.1,42.3,28.7,34.9,0.0,21,12.8,17.1,37.8,969.0,4,27.24,9.63,,balod,Balod,20.73,81.2
2017-04-24,0,34.9,41.9,27.2,33.3,0.0,22,12.8,22.4,46.8,969.8,0,27.7,9.46,,balod,Balod,20.73,81.2
2017-04-25,0,34.7,41.3,27.5,33.0,0.0,22,14.1,22.8,47.2,970.1,0,27.54,9.79,,balod,Balod,20.73,81.2
2017-04-26,2,35.1,42.0,27.5,34.3,0.0,24,11.2,18.2,40.0,970.4,24,26.92,8.88,,balod,Balod,20.73,81.2
2017-04-27,2,35.3,41.9,27.3,33.8,0.0,21,11.5,15.4,35.3,971.3,18,25.25,8.78,,balod,Balod,20.73,81.2
2017-04-28,3,35.0,42.2,26.7,33.8,0.0,21,9.6,13.0,29.9,970.9,28,27.1,8.48,,balod,Balod,20.73,81.2
2017-04-29,3,35.4,41.9,29.2,34.3,0.0,21,10.4,15.3,28.8,970.8,62,25.64,8.46,,balod,Balod,20.73,81.2
2017-04-30,3,34.9,41.7,29.9,33.8,0.0,27,15.8,20.8,42.8,971.3,59,24.72,9.56,,balod,Balod,20.73,81.2
2017-05-01,3,33.9,39.0,29.7,33.8,0.0,29,9.4,16.9,32.8,972.3,46,21.33,7.09,,balod,Balod,20.73,81.2
2017-05-02,1,33.7,40.2,26.1,34.6,0.0,35,8.4,13.3,29.2,972.8,9,25.39,7.17,,balod,Balod,20.73,81.2
2017-05-03,1,35.0,41.1,28.1,36.1,0.0,34,9.5,17.1,36.0,972.7,16,25.66,7.68,,balod,Balod,20.73,81.2
2017-05-04,1,35.3,41.7,28.1,36.8,0.0,37,10.1,15.6,34.6,972.5,8,25.69,7.82,,balod,Balod,20.73,81.2
2017-05-05,2,36.2,42.1,31.0,37.5,0.0,35,11.9,15.3,31.7,971.4,25,23.34,8.04,,balod,Balod,20.73,81.2
2017-05-06,63,34.5,42.3,29.9,36.3,3.1,41,12.7,19.4,39.6,972.2,38,23.5,7.79,,balod,Balod,20.73,81.2
2017-05-07,53,33.7,40.7,28.0,35.4,0.5,41,10.6,19.2,38.2,972.7,19,25.74,7.55,,balod,Balod,20.73,81.2
2017-05-08,2,34.4,41.2,27.8,35.9,0.0,37,9.1,15.2,35.3,971.4,31,24.67,7.32,,balod,Balod,20.73,81.2
2017-05-09,3,35.1,40.5,31.1,36.6,0.0,37,10.4,14.3,31.0,970.0,71,22.84,7.45,,balod,Balod,20.73,81.2
2017-05-10,53,33.6,39.9,27.7,35.7,0.7,40,7.0,11.5,25.6,971.3,19,25.56,6.81,,balod,Balod,20.73,81.2
2017-05-11,53,33.0,41.0,28.4,35.6,2.1,46,8.7,17.4,36.0,971.7,20,24.74,6.92,,balod,Balod,20.73,81.2
2017-05-12,2,34.3,40.9,27.7,37.5,0.0,43,5.4,9.2,25.2,971.6,25,25.92,6.57,,balod,Balod,20.73,81.2
2017-05-13,61,35.0,41.2,30.3,37.9,1.9,44,11.7,18.9,37.1,969.6,31,24.58,7.77,,balod,Balod,20.73,81.2
2017-05-14,1,36.1,42.8,29.9,38.7,0.0,41,10.5,15.6,35.6,967.7,25,24.29,7.55,,balod,Balod,20.73,81.2
2017-05-15,1,37.8,44.6,32.0,39.1,0.0,34,14.8,24.2,42.1,966.0,20,26.17,9.51,,balod,Balod,20.73,81.2
2017-05-16,2,38.7,44.7,33.5,39.6,0.0,28,12.3,16.5,37.1,965.1,15,26.09,9.39,,balod,Balod,20.73,81.2
2017-05-17,2,38.6,44.1,33.0,38.9,0.0,25,11.8,17.6,38.5,965.2,20,25.02,9.09,,balod,Balod,20.73,81.2
2017-05-18,2,38.6,44.6,32.0,39.2,0.0,25,8.8,11.7,29.9,966.6,27,26.1,8.38,,balod,Balod,20.73,81.2
2017-05-19,1,37.8,43.7,32.0,38.5,0.0,26,8.8,13.8,32.0,967.7,13,25.94,8.35,,balod,Balod,20.73,81.2
2017-05-20,1,37.3,43.8,31.6,37.4,0.0,25,9.7,15.5,32.8,966.7,17,25.36,8.52,,balod,Balod,20.73,81.2
2017-05-21,1,37.2,43.9,31.7,36.9,0.0,22,9.1,13.7,32.0,966.0,14,26.23,8.61,,balod,Balod,20.73,81.2
2017-05-22,2,38.0,44.1,30.9,37.2,0.0,21,12.9,15.8,34.2,967.0,11,26.84,9.93,,balod,Balod,20.73,81.2
2017-05-23,0,37.7,43.8,30.8,37.2,0.0,22,10.5,13.9,31.3,967.5,5,26.49,9.08,,balod,Balod,20.73,81.2
2017-05-24,1,37.8,44.6,30.5,38.0,0.0,23,7.6,11.5,27.4,966.7,12,26.15,8.08,,balod,Balod,20.73,81.2
2017-05-25,2,37.3,43.8,31.5,38.2,0.0,31,12.8,23.7,42.8,965.6,22,24.58,8.74,,balod,Balod,20.73,81.2
2017-05-26,3,37.6,43.7,32.6,39.3,0.0,36,13.2,20.6,35.6,965.1,54,24.06,8.78,,balod,Balod,20.73,81.2
2017-05-27,51,36.2,43.0,32.1,38.4,0.4,39,11.7,17.8,41.0,965.4,48,24.89,8.18,,balod,Balod,20.73,81.2
2017-05-28,51,34.0,42.2,28.3,35.8,0.1,43,13.0,23.5,49.7,965.4,51,25.97,8.27,,balod,Balod,20.73,81.2
2017-05-29,61,32.3,38.9,26.1,35.1,2.9,51,10.9,16.5,39.6,964.4,51,24.62,7.0,,balod,Balod,20.73,81.2
2017-05-30,3,33.4,39.4,28.9,36.2,0.0,45,7.4,14.3,33.1,963.3,56,22.95,6.49,,balod,Balod,20.73,81.2
2017-05-31,3,33.9,39.0,28.3,37.2,0.0,47,8.5,13.8,31.0,964.5,44,24.01,6.74,,balod,Balod,20.73,81.2
2017-06-01,3,34.3,39.7,29.4,37.6,0.0,46,7.5,12.6,30.6,965.9,45,22.18,6.37,,balod,Balod,20.73,81.2
2017-06-02,53,34.1,39.7,29.2,37.9,1.1,49,8.5,12.9,33.8,967.6,58,22.92,6.62,,balod,Balod,20.73,81.2
2017-06-03,53,35.4,40.7,28.9,38.6,1.1,48,13.4,18.0,36.4,967.0,34,22.85,7.63,,balod,Balod,20.73,81.2
2017-06-04,2,35.1,39.9,31.5,38.0,0.0,47,16.5,22.6,47.2,966.4,31,22.95,8.19,,balod,Balod,20.73,81.2
2017-06-05,53,33.9,40.2,29.7,36.9,1.1,52,16.4,21.7,44.3,966.2,40,23.32,8.0,,balod,Balod,20.73,81.2
2017-06-06,3,31.9,36.3,27.6,35.7,0.0,58,9.4,19.4,39.6,967.7,92,20.07,5.57,,balod,Balod,20.73,81.2
2017-06-07,61,31.7,36.7,27.8,36.1,5.7,61,8.7,14.0,36.7,967.6,85,18.41,5.1,,balod,Balod,20.73,81.2
2017-06-08,51,32.3,37.8,26.9,35.9,1.5,57,10.2,15.3,38.9,966.3,59,19.99,5.81,,balod,Balod,20.73,81.2
2017-06-09,3,33.0,40.2,28.1,36.1,0.0,52,10.4,14.8,28.4,965.2,68,22.62,6.74,,balod,Balod,20.73,81.2
2017-06-10,63,31.0,38.6,26.4,35.0,7.2,62,8.9,14.4,29.9,964.9,98,20.85,5.73,,balod,Balod,20.73,81.2
2017-06-11,53,29.6,34.1,26.1,34.1,3.7,71,8.9,12.9,27.0,964.7,100,15.02,3.95,,balod,Balod,20.73,81.2
2017-06-12,61,29.8,34.2,27.3,34.1,4.6,71,11.3,14.5,30.6,965.1,99,14.82,4.19,,balod,Balod,20.73,81.2
2017-06-13,53,29.4,33.4,26.5,33.3,1.1,69,10.9,16.4,30.6,965.8,100,13.3,3.92,,balod,Balod,20.73,81.2
2017-06-14,51,31.0,37.0,26.6,35.5,0.4,65,8.5,12.1,27.0,966.8,93,14.11,4.12,,balod,Balod,20.73,81.2
2017-06-15,63,30.7,38.2,25.1,35.2,10.9,69,12.1,17.6,38.5,966.4,75,21.53,5.81,,balod,Balod,20.73,81.2
2017-06-16,61,28.5,33.1,23.9,32.2,7.2,76,14.3,18.5,38.5,967.1,95,13.11,3.78,,balod,Balod,20.73,81.2
2017-06-17,61,30.9,36.4,26.7,35.0,2.4,66,12.2,16.0,33.5,967.1,52,20.51,5.66,,balod,Balod,20.73,81.2
2017-06-18,51,32.5,38.6,27.9,36.8,0.2,62,12.8,16.7,35.3,965.9,85,22.87,6.59,,balod,Balod,20.73,81.2
2017-06-19,3,33.1,39.7,28.0,36.9,0.0,58,14.4,18.0,39.2,965.0,61,23.67,7.18,,balod,Balod,20.73,81.2
2017-06-20,51,33.0,39.3,28.4,36.1,0.2,55,14.2,18.5,45.4,965.0,93,22.0,6.96,,balod,Balod,20.73,81.2
2017-06-21,53,30.8,38.0,26.8,34.2,1.5,62,13.0,18.2,45.7,965.7,93,21.38,6.14,,balod,Balod,20.73,81.2
2017-06-22,61,29.8,35.2,25.4,33.6,6.6,67,11.2,18.1,45.4,966.2,97,18.5,5.1,,balod,Balod,20.73,81.2
2017-06-23,63,29.5,35.1,25.2,33.6,4.7,70,11.3,15.3,35.3,965.7,93,18.47,4.9,,balod,Balod,20.73,81.2
2017-06-24,61,30.3,36.1,25.9,34.5,2.9,68,11.6,15.8,35.3,963.5,94,18.35,5.11,,balod,Balod,20.73,81.2
2017-06-25,63,27.3,29.7,25.1,32.2,19.6,85,10.7,15.2,28.8,963.0,100,5.69,1.77,,balod,Balod,20.73,81.2
2017-06-26,63,26.9,28.7,25.9,31.7,30.6,86,10.4,17.4,35.6,964.1,100,5.64,1.7,,balod,Balod,20.73,81.2
2017-06-27,63,26.6,29.7,24.8,31.4,15.9,90,12.1,14.7,28.8,964.4,98,9.4,2.18,,balod,Balod,20.73,81.2
2017-06-28,61,26.2,27.6,25.2,30.3,13.6,90,15.6,21.6,40.0,965.2,100,4.9,1.43,,balod,Balod,20.73,81.2
2017-06-29,61,27.6,30.4,25.3,32.0,7.8,83,13.2,20.9,40.3,965.3,99,11.27,2.88,,balod,Balod,20.73,81.2
2017-06-30,61,27.7,31.8,24.4,32.1,5.9,83,14.3,18.4,39.6,964.2,100,14.64,3.55,,balod,Balod,20.73,81.2
2017-07-01,55,26.8,29.4,24.2,30.7,4.5,84,14.1,17.2,41.8,964.3,100,11.18,2.86,,balod,Balod,20.73,81.2
2017-07-02,55,26.1,28.9,25.4,29.9,5.5,89,16.3,20.7,40.7,965.0,100,5.5,1.64,,balod,Balod,20.73,81.2
2017-07-03,61,26.6,28.8,24.8,30.5,8.0,88,16.3,17.6,38.2,966.0,100,6.75,1.97,,balod,Balod,20.73,81.2
2017-07-04,61,27.3,30.4,25.5,30.5,3.4,81,18.4,24.3,57.2,966.0,100,14.82,3.76,,balod,Balod,20.73,81.2
2017-07-05,55,27.9,30.7,25.1,31.9,3.4,80,14.6,21.3,41.8,966.2,100,15.54,3.73,,balod,Balod,20.73,81.2
2017-07-06,51,28.9,32.5,26.5,32.9,0.7,74,13.5,19.1,42.1,966.6,94,17.99,4.56,,balod,Balod,20.73,81.2
2017-07-07,51,30.1,34.2,26.4,34.3,0.3,69,12.1,16.8,36.0,966.8,98,21.25,5.51,,balod,Balod,20.73,81.2
2017-07-08,51,30.3,35.2,27.1,34.2,0.1,66,12.7,17.3,35.3,966.4,81,19.94,5.41,,balod,Balod,20.73,81.2
2017-07-09,61,29.9,33.5,27.3,34.4,4.5,71,11.4,14.2,34.6,966.7,98,20.75,5.3,,balod,Balod,20.73,81.2
2017-07-10,53,27.1,28.7,25.2,31.9,7.6,83,8.5,14.2,33.8,968.4,100,9.61,2.42,,balod,Balod,20.73,81.2
2017-07-11,61,25.9,29.8,24.5,30.9,13.6,92,10.0,14.4,35.6,968.3,100,9.01,1.99,,balod,Balod,20.73,81.2
2017-07-12,51,27.0,29.8,24.3,30.7,2.2,81,14.0,20.5,40.0,967.1,100,14.38,3.44,,balod,Balod,20.73,81.2
2017-07-13,51,27.3,28.8,25.5,30.9,0.8,80,15.1,21.6,45.4,966.0,97,9.76,2.87,,balod,Balod,20.73,81.2
2017-07-14,53,26.8,30.0,24.9,30.9,2.2,85,13.6,19.0,36.0,965.6,99,12.62,3.02,,balod,Balod,20.73,81.2
2017-07-15,55,26.7,29.2,24.9,30.9,2.4,87,14.3,16.7,38.2,965.8,100,12.41,2.86,,balod,Balod,20.73,81.2
2017-07-16,63,26.1,28.2,25.0,30.3,14.1,89,13.3,16.8,32.0,965.1,100,7.2,1.89,,balod,Balod,20.73,81.2
2017-07-17,63,26.2,29.8,24.5,31.1,39.8,91,10.7,13.7,32.0,963.7,99,8.77,2.0,,balod,Balod,20.73,81.2
2017-07-18,63,27.1,30.4,24.0,32.0,38.8,88,11.6,14.5,36.7,961.5,98,11.51,2.65,,balod,Balod,20.73,81.2
2017-07-19,65,26.7,30.2,25.1,31.5,52.5,90,12.5,17.3,39.2,961.1,99,7.1,1.85,,balod,Balod,20.73,81.2
2017-07-20,53,27.2,30.1,25.0,30.7,6.1,84,18.4,26.1,51.5,962.0,100,10.27,2.87,,balod,Balod,20.73,81.2
2017-07-21,53,27.9,30.5,25.4,31.8,4.9,82,17.2,24.6,47.9,964.3,100,13.26,3.39,,balod,Balod,20.73,81.2
2017-07-22,61,28.3,31.2,26.3,32.4,4.2,80,16.0,23.3,51.1,965.3,100,16.61,4.03,,balod,Balod,20.73,81.2
2017-07-23,61,28.0,30.3,25.7,32.2,6.4,82,15.4,19.5,51.1,965.4,100,12.84,3.29,,balod,Balod,20.73,81.2
2017-07-24,63,27.5,31.1,24.9,31.8,13.1,85,15.5,22.5,48.2,965.6,97,13.8,3.27,,balod,Balod,20.73,81.2
2017-07-25,51,27.8,32.2,25.1,31.7,0.6,81,16.1,23.5,50.8,965.0,100,14.33,3.66,,balod,Balod,20.73,81.2
2017-07-26,63,25.9,27.3,24.9,29.4,12.4,87,16.3,21.0,38.2,965.1,100,5.89,1.81,,balod,Balod,20.73,81.2
2017-07-27,63,26.3,29.1,23.9,30.2,12.6,87,16.0,20.9,49.0,966.3,82,14.29,3.15,,balod,Balod,20.73,81.2
2017-07-28,3,27.2,29.5,25.2,31.2,0.0,81,13.4,19.4,38.5,968.2,98,15.57,3.64,,balod,Balod,20.73,81.2
2017-07-29,51,28.5,32.0,25.0,33.0,0.9,78,11.6,17.4,34.6,969.6,82,20.37,4.61,,balod,Balod,20.73,81.2
2017-07-30,63,28.6,31.5,26.1,33.5,8.5,78,10.1,15.6,33.8,969.0,95,17.1,4.02,,balod,Balod,20.73,81.2
2017-07-31,53,29.1,33.6,26.4,34.5,1.6,78,8.5,14.0,32.8,968.8,88,18.04,4.2,,balod,Balod,20.73,81.2
2017-08-01,51,29.0,32.5,26.9,34.2,0.2,77,9.8,14.1,35.6,968.7,68,19.83,4.56,,balod,Balod,20.73,81.2
2017-08-02,53,28.4,31.5,25.4,33.1,1.7,80,12.6,17.3,40.3,968.6,93,17.42,4.1,,balod,Balod,20.73,81.2
2017-08-03,53,28.9,31.7,26.4,33.2,0.7,75,13.3,17.3,42.5,966.9,99,19.21,4.69,,balod,Balod,20.73,81.2
2017-08-04,51,28.0,30.2,25.9,32.2,1.0,78,12.0,16.8,33.5,965.2,96,11.91,3.18,,balod,Balod,20.73,81.2
2017-08-05,61,27.2,29.3,25.7,32.1,7.6,85,9.6,12.4,27.7,964.9,100,9.94,2.46,,balod,Balod,20.73,81.2
2017-08-06,53,26.8,29.3,25.4,31.6,3.2,87,10.0,12.0,27.4,965.4,100,8.56,2.14,,balod,Balod,20.73,81.2
2017-08-07,51,26.5,28.5,25.2,31.2,1.9,88,11.3,16.3,32.0,966.5,95,11.14,2.49,,balod,Balod,20.73,81.2
2017-08-08,63,26.2,27.8,25.0,30.9,24.1,91,12.1,15.0,31.7,967.4,99,8.11,1.85,,balod,Balod,20.73,81.2
2017-08-09,61,26.8,30.2,25.0,31.0,3.4,85,13.4,15.6,34.6,968.0,95,14.48,3.32,,balod,Balod,20.73,81.2
2017-08-10,51,27.0,30.2,24.7,31.1,0.4,83,12.7,17.3,38.5,968.3,98,15.87,3.54,,balod,Balod,20.73,81.2
2017-08-11,51,28.1,32.1,24.9,32.6,0.5,81,13.5,16.6,38.2,968.4,100,18.14,4.2,,balod,Balod,20.73,81.2
2017-08-12,51,28.4,31.3,26.2,32.9,0.4,79,12.8,16.6,42.1,968.9,100,17.49,4.15,,balod,Balod,20.73,81.2
2017-08-13,63,27.8,31.4,25.4,32.6,9.3,83,11.8,14.3,39.6,970.1,99,15.8,3.66,,balod,Balod,20.73,81.2
2017-08-14,61,27.4,30.7,25.1,32.0,3.7,83,11.0,15.5,33.1,971.5,99,13.2,3.15,,balod,Balod,20.73,81.2
2017-08-15,63,27.4,30.8,24.6,32.2,8.5,84,10.3,13.3,29.2,970.1,96,13.95,3.22,,balod,Balod,20.73,81.2
2017-08-16,53,28.2,31.3,25.6,33.3,1.1,82,11.1,14.1,33.8,967.9,100,18.37,4.11,,balod,Balod,20.73,81.2
2017-08-17,63,27.4,30.3,25.2,32.6,11.0,85,9.3,11.9,29.2,965.7,99,13.91,3.14,,balod,Balod,20.73,81.2
2017-08-18,63,26.4,29.0,24.8,32.0,56.7,92,7.7,12.6,28.1,963.5,98,5.62,1.34,,balod,Balod,20.73,81.2
2017-08-19,55,27.3,31.2,24.9,32.2,5.0,86,11.7,19.6,39.2,963.4,91,14.85,3.25,,balod,Balod,20.73,81.2
2017-08-20,53,27.3,30.3,24.9,32.3,2.0,84,9.5,13.2,32.8,964.3,77,15.32,3.38,,balod,Balod,20.73,81.2
2017-08-21,3,27.2,29.8,24.7,31.7,0.0,79,8.3,13.0,28.4,965.6,58,17.61,3.83,,balod,Balod,20.73,81.2
2017-08-22,61,27.6,31.0,24.6,32.8,5.1,81,6.7,10.3,27.4,967.0,69,20.66,4.36,,balod,Balod,20.73,81.2
2017-08-23,61,28.5,32.2,25.8,34.2,2.3,81,7.0,10.0,20.2,968.0,71,17.9,4.01,,balod,Balod,20.73,81.2
2017-08-24,61,27.4,30.7,25.1,32.9,14.1,85,7.8,12.2,26.3,966.8,89,17.58,3.74,,balod,Balod,20.73,81.2
2017-08-25,63,27.4,30.3,24.8,33.1,12.6,86,6.1,10.0,26.6,964.8,95,13.79,3.05,,balod,Balod,20.73,81.2
2017-08-26,63,28.0,31.8,25.6,34.1,9.1,85,5.5,9.8,23.0,963.4,96,12.86,2.86,,balod,Balod,20.73,81.2
2017-08-27,63,27.9,30.7,25.9,34.5,15.0,88,3.9,8.0,18.0,962.8,98,12.87,2.8,,balod,Balod,20.73,81.2
2017-08-28,63,26.5,27.6,25.0,32.4,19.1,90,4.5,9.7,21.2,961.9,100,5.15,1.25,,balod,Balod,20.73,81.2
2017-08-29,63,26.3,29.2,24.9,31.2,10.1,89,10.1,13.1,37.8,963.5,100,10.22,2.26,,balod,Balod,20.73,81.2
2017-08-30,55,28.3,31.8,24.3,33.2,3.0,80,9.8,15.8,33.1,967.7,74,17.25,3.95,,balod,Balod,20.73,81.2
2017-08-31,51,28.8,31.6,26.4,34.3,0.2,79,8.3,14.0,27.4,969.7,87,19.71,4.34,,balod,Balod,20.73,81.2
2017-09-01,51,28.8,32.3,26.4,34.4,0.7,80,8.4,10.8,25.2,970.1,99,19.5,4.37,,balod,Balod,20.73,81.2
2017-09-02,3,28.5,31.6,25.8,33.2,0.0,75,8.9,13.4,28.8,969.9,95,20.97,4.73,,balod,Balod,20.73,81.2
2017-09-03,51,28.7,32.6,25.9,34.0,0.1,78,8.2,10.8,27.7,970.4,34,20.19,4.5,,balod,Balod,20.73,81.2
2017-09-04,61,28.8,32.7,26.1,34.4,3.3,80,7.3,10.5,28.8,970.8,34,18.18,4.07,,balod,Balod,20.73,81.2
2017-09-05,3,29.1,33.5,26.1,35.0,0.0,80,7.1,9.7,22.7,970.3,74,19.58,4.36,,balod,Balod,20.73,81.2
2017-09-06,3,29.2,32.8,25.7,35.5,0.0,78,4.0,5.9,18.7,969.9,56,21.3,4.65,,balod,Balod,20.73,81.2
2017-09-07,63,29.1,32.3,26.1,35.5,11.9,80,4.3,7.2,19.8,970.2,72,18.65,4.1,,balod,Balod,20.73,81.2
2017-09-08,53,28.6,31.5,26.1,34.4,3.1,80,7.3,13.5,25.9,970.9,63,18.27,4.07,,balod,Balod,20.73,81.2
2017-09-09,63,27.8,32.1,25.5,33.4,8.0,82,6.7,11.1,23.8,970.5,97,16.51,3.65,,balod,Balod,20.73,81.2
2017-09-10,61,28.2,32.4,25.3,34.2,11.0,83,4.2,6.0,13.3,971.0,99,11.55,2.66,,balod,Balod,20.73,81.2
2017-09-11,61,28.9,32.8,25.7,35.3,2.5,80,4.0,9.4,18.0,972.0,83,19.22,4.19,,balod,Balod,20.73,81.2
2017-09-12,61,27.5,30.3,24.8,32.9,1.4,82,6.4,9.2,20.9,972.7,97,16.65,3.61,,balod,Balod,20.73,81.2
2017-09-13,65,26.6,28.6,25.0,31.9,17.1,87,6.5,12.1,28.1,972.3,86,10.93,2.33,,balod,Balod,20.73,81.2
2017-09-14,61,27.1,30.0,24.9,32.5,11.5,86,7.0,11.8,29.9,971.1,96,14.53,3.05,,balod,Balod,20.73,81.2
2017-09-15,61,27.5,31.0,25.4,33.1,3.4,84,6.3,8.7,23.0,969.4,77,16.28,3.49,,balod,Balod,20.73,81.2
2017-09-16,51,28.6,32.9,25.3,34.7,0.1,80,4.7,7.6,18.7,968.6,78,19.79,4.29,,balod,Balod,20.73,81.2
2017-09-17,61,28.0,31.2,25.4,34.4,10.3,85,5.0,9.4,22.7,968.1,95,17.67,3.84,,balod,Balod,20.73,81.2
2017-09-18,63,26.8,31.0,24.3,32.2,16.9,88,8.6,12.2,26.3,968.1,100,11.26,2.52,,balod,Balod,20.73,81.2
2017-09-19,63,26.3,28.6,24.9,31.6,22.2,92,9.1,11.8,25.2,967.1,99,8.65,1.9,,balod,Balod,20.73,81.2
2017-09-20,63,25.4,26.6,24.4,30.2,39.7,93,10.3,15.3,32.0,966.6,100,4.54,1.09,,balod,Balod,20.73,81.2
2017-09-21,51,27.4,30.7,24.6,31.8,1.0,84,13.5,19.0,42.1,966.7,95,11.89,2.9,,balod,Balod,20.73,81.2
2017-09-22,51,27.3,30.2,25.1,31.7,0.1,82,11.5,15.5,31.7,969.3,79,16.06,3.63,,balod,Balod,20.73,81.2
2017-09-23,3,28.0,32.0,24.3,33.3,0.0,80,6.6,10.2,22.7,971.9,40,20.14,4.25,,balod,Balod,20.73,81.2
2017-09-24,61,28.4,32.7,25.1,34.5,1.3,82,5.6,9.4,19.8,971.5,58,20.22,4.33,,balod,Balod,20.73,81.2
2017-09-25,3,28.9,33.9,25.6,34.3,0.0,76,7.1,10.8,24.8,969.7,51,19.96,4.53,,balod,Balod,20.73,81.2
