time,weather_code,temperature_2m_mean,temperature_2m_max,temperature_2m_min,apparent_temperature_mean,precipitation_sum,relative_humidity_2m_mean,wind_speed_10m_mean,wind_speed_10m_max,wind_gusts_10m_max,surface_pressure_mean,cloud_cover_mean,shortwave_radiation_sum,et0_fao_evapotranspiration,uv_index_max,district_id,district_name,latitude,longitude
2018-04-14,51,29.8,36.8,24.9,33.7,1.0,63,7.4,12.1,31.7,971.3,30,23.52,5.72,,bijapur,Bijapur,18.85,80.83
2018-04-15,53,29.1,34.9,24.6,32.9,0.5,64,6.6,11.3,32.0,972.1,42,22.1,5.22,,bijapur,Bijapur,18.85,80.83
2018-04-16,1,30.8,38.1,25.0,34.6,0.0,58,6.7,11.4,19.8,972.0,17,22.53,5.74,,bijapur,Bijapur,18.85,80.83
2018-04-17,51,32.3,39.7,26.7,36.1,0.4,55,8.7,11.1,25.9,972.5,18,24.24,6.54,,bijapur,Bijapur,18.85,80.83
2018-04-18,1,32.5,40.1,26.4,36.0,0.0,52,8.7,14.3,31.7,971.1,12,24.5,6.66,,bijapur,Bijapur,18.85,80.83
2018-04-19,2,32.7,39.9,27.1,36.6,0.0,55,9.6,13.8,30.6,969.1,24,24.67,6.62,,bijapur,Bijapur,18.85,80.83
2018-04-20,2,32.8,39.9,27.2,36.8,0.0,58,11.4,14.1,37.4,969.0,11,24.42,6.85,,bijapur,Bijapur,18.85,80.83
2018-04-21,2,32.9,39.8,27.1,37.6,0.0,59,8.1,12.4,30.6,969.7,21,23.6,6.09,,bijapur,Bijapur,18.85,80.83
2018-04-22,51,32.2,39.6,27.4,37.0,0.5,61,8.5,11.4,35.6,970.3,22,23.63,6.15,,bijapur,Bijapur,18.85,80.83
2018-04-23,55,31.7,39.3,25.1,36.2,2.6,60,7.3,11.0,28.4,970.4,32,23.84,6.05,,bijapur,Bijapur,18.85,80.83
2018-04-24,51,31.0,38.3,25.5,34.6,0.5,58,8.0,15.8,27.7,970.4,18,21.98,5.94,,bijapur,Bijapur,18.85,80.83
2018-04-25,1,31.2,39.1,24.5,35.1,0.0,57,5.7,10.1,25.6,969.9,5,25.77,6.1,,bijapur,Bijapur,18.85,80.83
2018-04-26,2,31.5,39.0,25.5,34.8,0.0,54,8.1,12.3,29.2,969.2,13,24.09,6.24,,bijapur,Bijapur,18.85,80.83
2018-04-27,51,31.5,39.3,25.8,35.1,0.4,58,9.4,15.2,32.4,970.6,12,24.57,6.46,,bijapur,Bijapur,18.85,80.83
2018-04-28,1,32.2,38.5,26.7,35.8,0.0,56,11.2,15.3,36.4,971.1,14,25.25,6.92,,bijapur,Bijapur,18.85,80.83
2018-04-29,51,32.6,39.0,27.9,36.4,0.3,55,11.0,14.1,43.9,969.2,7,25.35,6.99,,bijapur,Bijapur,18.85,80.83
2018-04-30,1,33.5,40.5,27.8,37.2,0.0,54,11.0,14.7,32.0,967.5,5,25.0,7.18,,bijapur,Bijapur,18.85,80.83
2018-05-01,53,31.4,38.9,25.3,36.1,1.4,65,9.6,14.4,41.4,969.3,30,24.17,6.17,,bijapur,Bijapur,18.85,80.83
2018-05-02,51,30.9,37.0,24.9,34.9,0.1,63,9.9,13.4,34.6,969.5,37,22.0,5.8,,bijapur,Bijapur,18.85,80.83
2018-05-03,51,28.3,31.7,25.1,31.9,0.2,69,10.5,16.3,42.5,970.9,54,20.32,4.98,,bijapur,Bijapur,18.85,80.83
2018-05-04,3,29.8,36.8,22.9,33.1,0.0,61,8.4,11.4,29.9,971.2,41,21.56,5.49,,bijapur,Bijapur,18.85,80.83
2018-05-05,2,32.4,39.3,26.4,36.7,0.0,58,9.0,13.5,28.1,971.1,18,23.75,6.32,,bijapur,Bijapur,18.85,80.83
2018-05-06,2,32.8,38.9,27.2,37.0,0.0,56,9.4,14.6,33.5,971.4,27,24.28,6.49,,bijapur,Bijapur,18.85,80.83
2018-05-07,1,33.5,40.0,27.8,37.3,0.0,52,8.5,13.1,33.5,969.9,21,24.44,6.69,,bijapur,Bijapur,18.85,80.83
2018-05-08,53,33.8,40.4,28.0,38.1,0.5,53,9.0,13.0,35.6,968.8,20,23.6,6.57,,bijapur,Bijapur,18.85,80.83
2018-05-09,53,32.8,39.8,28.2,36.6,0.5,54,9.5,13.6,30.2,970.3,57,22.65,6.5,,bijapur,Bijapur,18.85,80.83
2018-05-10,1,32.7,39.4,26.1,37.4,0.0,58,8.0,12.6,29.2,971.2,13,25.15,6.54,,bijapur,Bijapur,18.85,80.83
2018-05-11,2,33.2,39.7,28.2,37.0,0.0,53,9.5,13.0,32.8,969.9,23,23.99,6.74,,bijapur,Bijapur,18.85,80.83
2018-05-12,51,32.9,39.6,27.1,36.6,0.1,54,9.7,13.1,33.5,969.4,15,23.94,6.57,,bijapur,Bijapur,18.85,80.83
2018-05-13,61,30.5,35.6,26.7,33.9,1.5,58,8.4,14.7,32.0,969.9,31,20.61,5.56,,bijapur,Bijapur,18.85,80.83
2018-05-14,53,30.0,36.9,25.2,33.8,0.5,61,8.7,12.1,35.6,970.4,23,23.81,6.09,,bijapur,Bijapur,18.85,80.83
2018-05-15,2,30.7,37.7,24.2,34.1,0.0,58,8.7,12.9,36.0,969.4,13,24.66,6.27,,bijapur,Bijapur,18.85,80.83
2018-05-16,1,32.6,39.1,26.8,36.2,0.0,53,9.2,12.6,28.1,968.3,12,25.44,6.89,,bijapur,Bijapur,18.85,80.83
2018-05-17,51,32.9,39.6,28.3,36.9,0.2,55,9.5,13.4,30.2,968.1,14,24.39,6.78,,bijapur,Bijapur,18.85,80.83
2018-05-18,51,32.9,39.1,26.4,36.4,0.4,53,9.8,13.8,33.1,967.8,22,24.67,6.87,,bijapur,Bijapur,18.85,80.83
2018-05-19,53,34.5,40.9,28.8,38.1,0.8,49,10.6,15.5,36.4,966.5,28,24.97,7.42,,bijapur,Bijapur,18.85,80.83
2018-05-20,2,34.3,41.0,28.7,38.4,0.0,52,10.9,15.0,36.4,967.3,18,24.99,7.35,,bijapur,Bijapur,18.85,80.83
2018-05-21,3,33.0,38.1,28.4,36.8,0.0,55,10.7,15.9,36.0,968.1,79,22.94,6.62,,bijapur,Bijapur,18.85,80.83
2018-05-22,53,33.4,39.9,29.2,37.6,0.5,52,7.6,13.4,28.8,968.3,72,24.02,6.4,,bijapur,Bijapur,18.85,80.83
2018-05-23,61,32.4,38.9,28.1,36.5,1.4,55,8.0,13.8,32.0,967.8,89,22.42,6.17,,bijapur,Bijapur,18.85,80.83
2018-05-24,3,33.0,38.4,28.2,37.0,0.0,56,10.2,13.5,33.8,967.1,93,23.13,6.53,,bijapur,Bijapur,18.85,80.83
2018-05-25,51,33.4,39.3,28.6,37.6,0.1,55,10.3,14.9,34.2,966.6,48,25.11,7.07,,bijapur,Bijapur,18.85,80.83
2018-05-26,51,32.4,38.7,28.7,37.1,0.4,59,8.6,14.0,30.6,967.0,54,23.49,6.26,,bijapur,Bijapur,18.85,80.83
2018-05-27,3,33.0,39.6,27.3,37.2,0.0,53,7.0,10.6,32.4,966.7,49,24.95,6.45,,bijapur,Bijapur,18.85,80.83
2018-05-28,3,34.0,39.8,29.2,37.9,0.0,52,10.2,15.0,31.7,964.8,58,24.36,7.09,,bijapur,Bijapur,18.85,80.83
2018-05-29,3,34.6,40.8,28.6,38.4,0.0,49,9.4,15.0,35.6,963.4,66,23.92,6.99,,bijapur,Bijapur,18.85,80.83
2018-05-30,55,35.1,42.5,29.9,39.5,1.1,51,9.2,14.8,37.1,963.9,58,23.92,6.92,,bijapur,Bijapur,18.85,80.83
2018-05-31,53,32.2,37.8,29.0,36.7,0.9,59,8.5,13.6,26.6,966.4,77,22.8,6.11,,bijapur,Bijapur,18.85,80.83
2018-06-01,65,30.2,36.5,24.3,35.6,28.9,71,6.0,11.0,22.7,967.5,89,18.39,4.53,,bijapur,Bijapur,18.85,80.83
2018-06-02,51,29.1,31.9,26.8,34.2,0.3,73,6.2,10.4,25.6,968.4,90,17.32,4.11,,bijapur,Bijapur,18.85,80.83
2018-06-03,61,30.9,37.6,24.9,36.0,1.9,66,6.3,10.7,34.2,966.0,66,24.24,5.84,,bijapur,Bijapur,18.85,80.83
2018-06-04,51,31.3,38.5,25.9,35.6,0.2,59,6.0,11.7,26.6,964.6,59,23.72,5.8,,bijapur,Bijapur,18.85,80.83
2018-06-05,53,30.9,36.4,27.0,35.4,0.8,63,6.9,14.6,29.5,965.5,83,20.55,5.29,,bijapur,Bijapur,18.85,80.83
2018-06-06,51,31.0,35.1,27.7,36.1,0.5,67,8.0,12.4,25.6,966.9,98,19.98,5.2,,bijapur,Bijapur,18.85,80.83
2018-06-07,63,28.8,34.4,24.5,34.1,11.9,79,7.6,9.7,27.4,965.4,98,16.25,3.77,,bijapur,Bijapur,18.85,80.83
2018-06-08,63,27.6,31.6,24.3,33.0,10.6,83,6.4,8.6,25.2,963.5,100,12.08,2.81,,bijapur,Bijapur,18.85,80.83
2018-06-09,65,28.6,32.0,25.9,34.0,16.7,78,7.0,13.0,35.3,961.5,100,15.81,3.63,,bijapur,Bijapur,18.85,80.83
2018-06-10,63,27.9,33.0,25.2,33.9,29.1,85,5.1,9.8,36.7,962.3,100,9.16,2.2,,bijapur,Bijapur,18.85,80.83
2018-06-11,63,25.7,28.3,24.1,30.8,34.7,93,9.4,17.3,47.9,962.6,100,7.95,1.7,,bijapur,Bijapur,18.85,80.83
2018-06-12,63,26.9,31.8,23.5,32.4,13.0,89,7.1,10.5,47.5,963.1,99,9.64,2.29,,bijapur,Bijapur,18.85,80.83
2018-06-13,51,29.4,34.7,23.7,34.2,0.4,74,9.2,16.6,40.0,963.7,85,22.79,5.42,,bijapur,Bijapur,18.85,80.83
2018-06-14,3,31.4,36.9,26.5,35.9,0.0,63,9.5,14.5,36.4,964.8,83,24.75,6.33,,bijapur,Bijapur,18.85,80.83
2018-06-15,51,32.2,38.1,27.2,36.9,0.2,60,7.9,11.9,34.6,965.8,62,25.17,6.43,,bijapur,Bijapur,18.85,80.83
2018-06-16,61,31.9,37.8,27.0,36.7,1.3,61,7.5,11.3,39.2,966.9,72,23.95,6.03,,bijapur,Bijapur,18.85,80.83
2018-06-17,2,32.2,37.7,27.8,36.3,0.0,57,9.2,13.8,40.3,966.9,33,24.27,6.47,,bijapur,Bijapur,18.85,80.83
2018-06-18,51,30.8,36.3,27.4,35.1,0.6,63,8.9,13.0,33.5,966.2,27,23.05,5.93,,bijapur,Bijapur,18.85,80.83
2018-06-19,55,30.0,35.8,27.0,35.2,3.4,69,6.6,9.0,28.4,965.5,40,20.86,4.97,,bijapur,Bijapur,18.85,80.83
2018-06-20,55,30.8,38.1,26.0,36.3,2.6,69,6.3,8.7,28.4,965.6,62,22.25,5.4,,bijapur,Bijapur,18.85,80.83
2018-06-21,65,30.0,35.9,25.3,35.8,17.5,75,6.4,9.2,32.4,965.7,93,18.14,4.39,,bijapur,Bijapur,18.85,80.83
2018-06-22,61,27.4,31.6,24.3,33.2,3.6,84,3.9,10.8,16.6,966.1,90,11.42,2.62,,bijapur,Bijapur,18.85,80.83
2018-06-23,63,27.8,31.1,25.1,33.5,13.2,84,7.0,11.2,26.6,966.1,87,15.19,3.41,,bijapur,Bijapur,18.85,80.83
2018-06-24,63,29.2,33.2,24.8,34.6,7.0,77,7.8,10.3,32.8,965.9,97,18.13,4.27,,bijapur,Bijapur,18.85,80.83
2018-06-25,51,30.4,34.6,26.4,34.6,0.6,66,10.0,15.1,43.6,964.8,99,20.0,5.22,,bijapur,Bijapur,18.85,80.83
2018-06-26,61,28.7,32.5,25.5,33.5,7.0,76,8.8,16.6,42.8,964.0,99,15.78,3.85,,bijapur,Bijapur,18.85,80.83
2018-06-27,61,24.8,26.6,23.3,30.7,31.3,98,4.0,7.2,23.8,963.7,100,5.04,1.09,,bijapur,Bijapur,18.85,80.83
2018-06-28,63,23.5,25.5,21.8,28.2,29.6,98,5.9,9.3,23.8,965.0,100,5.22,1.08,,bijapur,Bijapur,18.85,80.83
2018-06-29,55,26.2,30.7,23.1,31.2,5.0,87,6.5,8.9,24.8,966.7,93,13.76,2.95,,bijapur,Bijapur,18.85,80.83
2018-06-30,61,27.4,32.0,23.7,32.8,5.0,83,6.4,8.3,27.4,967.4,97,16.97,3.78,,bijapur,Bijapur,18.85,80.83
2018-07-01,61,26.9,29.2,24.7,32.3,7.4,86,6.6,8.7,27.4,967.5,89,13.53,2.95,,bijapur,Bijapur,18.85,80.83
2018-07-02,63,28.1,33.4,24.5,33.8,9.3,82,6.6,8.6,32.0,966.9,96,19.72,4.32,,bijapur,Bijapur,18.85,80.83
2018-07-03,61,26.1,29.9,23.4,31.1,15.9,88,6.6,12.2,36.0,967.1,100,10.32,2.21,,bijapur,Bijapur,18.85,80.83
2018-07-04,55,27.5,30.1,25.0,32.9,8.8,85,7.6,14.8,37.4,967.3,99,9.56,2.31,,bijapur,Bijapur,18.85,80.83
2018-07-05,61,26.6,30.2,24.0,32.0,12.7,88,6.1,15.9,39.6,966.8,100,13.16,2.75,,bijapur,Bijapur,18.85,80.83
2018-07-06,63,25.7,29.7,23.5,30.6,11.0,91,8.6,13.0,41.0,964.9,100,8.24,1.86,,bijapur,Bijapur,18.85,80.83
2018-07-07,63,24.5,25.8,23.0,29.9,25.9,97,5.1,8.4,33.8,962.6,100,8.29,1.65,,bijapur,Bijapur,18.85,80.83
2018-07-08,63,24.5,25.1,23.9,29.7,45.7,98,6.7,9.9,23.8,962.3,100,2.55,0.61,,bijapur,Bijapur,18.85,80.83
2018-07-09,63,24.7,25.8,23.6,29.8,33.9,97,8.2,11.4,28.4,962.0,100,2.55,0.65,,bijapur,Bijapur,18.85,80.83
2018-07-10,63,24.8,26.3,23.4,29.5,23.5,94,8.4,11.8,33.8,963.3,98,3.69,0.91,,bijapur,Bijapur,18.85,80.83
2018-07-11,61,24.6,25.6,23.4,29.2,17.7,94,8.9,13.4,40.3,963.6,100,4.76,1.1,,bijapur,Bijapur,18.85,80.83
2018-07-12,55,24.2,25.4,23.5,28.2,7.8,94,11.6,15.1,48.6,962.7,100,5.17,1.16,,bijapur,Bijapur,18.85,80.83
2018-07-13,63,25.5,29.1,23.7,30.3,26.5,91,8.2,11.3,44.3,962.8,99,8.63,1.93,,bijapur,Bijapur,18.85,80.83
2018-07-14,63,25.3,27.4,24.1,29.7,15.3,91,10.7,16.3,43.2,962.2,100,7.25,1.64,,bijapur,Bijapur,18.85,80.83
2018-07-15,63,24.7,25.3,24.2,29.4,24.5,96,8.9,12.7,36.4,961.0,100,3.42,0.81,,bijapur,Bijapur,18.85,80.83
2018-07-16,63,24.7,25.9,23.9,29.2,47.1,96,10.8,13.0,41.8,961.4,100,4.78,1.06,,bijapur,Bijapur,18.85,80.83
2018-07-17,61,25.5,28.4,23.8,30.1,9.4,92,10.6,15.2,51.1,962.7,99,6.49,1.52,,bijapur,Bijapur,18.85,80.83
2018-07-18,55,27.5,30.9,24.4,32.6,2.4,85,9.9,20.1,52.6,963.8,99,16.13,3.57,,bijapur,Bijapur,18.85,80.83
2018-07-19,63,27.0,29.5,25.2,32.3,13.0,86,8.5,15.3,49.3,964.1,100,16.52,3.45,,bijapur,Bijapur,18.85,80.83
2018-07-20,63,25.3,26.6,24.0,30.2,26.9,95,10.6,14.8,44.3,963.8,100,6.04,1.3,,bijapur,Bijapur,18.85,80.83
2018-07-21,61,24.7,25.7,24.1,29.3,26.7,97,11.1,14.8,38.2,964.8,100,3.92,0.88,,bijapur,Bijapur,18.85,80.83
2018-07-22,55,25.3,26.8,23.9,30.2,13.0,94,9.3,14.9,40.0,964.7,100,6.62,1.45,,bijapur,Bijapur,18.85,80.83
2018-07-23,61,26.1,28.8,24.3,30.8,6.8,88,9.3,14.1,43.2,964.9,100,8.97,2.06,,bijapur,Bijapur,18.85,80.83
2018-07-24,51,27.5,31.0,24.3,32.7,0.8,82,7.4,14.9,41.4,966.4,100,17.9,3.81,,bijapur,Bijapur,18.85,80.83
2018-07-25,51,27.5,29.9,25.3,32.5,0.6,81,7.5,13.4,42.5,966.7,99,17.42,3.71,,bijapur,Bijapur,18.85,80.83
2018-07-26,51,27.2,30.3,25.4,31.7,1.1,79,9.5,16.5,49.0,967.4,100,17.4,3.88,,bijapur,Bijapur,18.85,80.83
2018-07-27,51,27.1,30.8,24.3,31.7,1.7,80,7.6,15.1,39.6,967.1,99,14.55,3.34,,bijapur,Bijapur,18.85,80.83
2018-07-28,53,27.7,31.4,24.4,32.7,3.1,79,6.6,13.1,38.2,966.6,89,17.9,3.92,,bijapur,Bijapur,18.85,80.83
2018-07-29,53,27.4,30.4,24.5,32.7,1.6,84,6.9,12.7,38.5,965.7,99,14.03,3.1,,bijapur,Bijapur,18.85,80.83
2018-07-30,51,28.4,32.4,25.4,32.9,0.9,75,8.8,15.4,38.2,965.6,97,16.73,4.05,,bijapur,Bijapur,18.85,80.83
2018-07-31,51,27.8,30.0,26.1,32.6,0.5,78,7.4,13.7,40.0,966.0,99,14.72,3.38,,bijapur,Bijapur,18.85,80.83
2018-08-01,51,27.3,31.7,24.4,31.9,2.0,79,8.1,15.1,40.3,966.7,99,14.67,3.42,,bijapur,Bijapur,18.85,80.83
2018-08-02,51,25.6,29.7,23.7,30.9,2.5,91,5.6,9.4,31.7,967.9,93,9.93,2.09,,bijapur,Bijapur,18.85,80.83
2018-08-03,51,26.8,30.4,23.8,31.9,1.0,85,6.8,12.8,43.6,968.1,91,10.84,2.52,,bijapur,Bijapur,18.85,80.83
2018-08-04,53,27.7,32.1,24.4,32.5,1.6,80,8.7,14.5,45.7,967.7,78,19.56,4.3,,bijapur,Bijapur,18.85,80.83
2018-08-05,51,27.5,31.8,24.1,31.9,0.4,78,9.7,15.6,43.2,967.4,86,17.96,4.13,,bijapur,Bijapur,18.85,80.83
2018-08-06,53,27.1,30.1,24.4,30.8,1.9,76,9.2,15.9,45.0,965.6,100,13.54,3.4,,bijapur,Bijapur,18.85,80.83
2018-08-07,61,24.3,26.9,22.8,28.9,26.0,95,8.0,11.0,31.0,964.0,100,3.83,0.96,,bijapur,Bijapur,18.85,80.83
2018-08-08,63,24.3,25.4,23.1,28.7,37.6,95,9.0,14.9,38.2,963.8,95,3.45,0.87,,bijapur,Bijapur,18.85,80.83
2018-08-09,63,25.9,29.9,23.8,31.3,6.6,90,6.5,12.1,41.4,966.7,80,15.2,3.11,,bijapur,Bijapur,18.85,80.83
2018-08-10,63,26.1,28.9,23.9,31.4,26.2,92,7.5,11.9,42.5,967.2,94,11.79,2.48,,bijapur,Bijapur,18.85,80.83
2018-08-11,65,24.1,25.3,23.2,28.4,50.1,96,10.5,15.4,43.6,964.8,100,3.71,0.84,,bijapur,Bijapur,18.85,80.83
2018-08-12,63,23.9,25.1,23.3,28.0,29.1,97,11.0,16.0,39.6,963.6,100,3.33,0.75,,bijapur,Bijapur,18.85,80.83
2018-08-13,53,24.8,27.4,23.5,29.4,3.3,93,8.0,12.6,35.6,964.0,99,7.16,1.54,,bijapur,Bijapur,18.85,80.83
2018-08-14,63,25.3,28.5,23.5,30.3,18.6,95,9.0,14.2,31.7,963.2,100,4.28,1.05,,bijapur,Bijapur,18.85,80.83
2018-08-15,65,24.9,25.5,24.3,29.4,114.4,96,12.4,17.1,54.7,961.3,100,2.8,0.72,,bijapur,Bijapur,18.85,80.83
2018-08-16,65,24.7,26.3,23.5,29.0,100.7,97,12.6,17.0,45.4,960.0,100,3.29,0.78,,bijapur,Bijapur,18.85,80.83
2018-08-17,53,24.6,26.1,23.0,29.1,4.6,93,8.9,11.4,43.6,962.3,100,4.17,1.07,,bijapur,Bijapur,18.85,80.83
2018-08-18,53,24.5,26.1,23.2,28.6,6.4,93,10.6,14.1,40.3,963.4,100,3.55,0.93,,bijapur,Bijapur,18.85,80.83
2018-08-19,63,24.5,26.0,23.7,28.6,14.6,96,12.7,15.6,40.0,962.9,100,5.37,1.13,,bijapur,Bijapur,18.85,80.83
2018-08-20,63,23.8,25.2,23.1,27.9,42.7,98,12.4,14.1,31.7,963.1,100,1.27,0.41,,bijapur,Bijapur,18.85,80.83
2018-08-21,63,25.1,28.5,23.2,28.9,10.0,87,10.5,17.7,40.7,965.1,94,8.31,1.99,,bijapur,Bijapur,18.85,80.83
2018-08-22,53,26.5,29.5,23.7,30.7,3.2,82,9.7,17.6,44.6,966.9,97,17.44,3.7,,bijapur,Bijapur,18.85,80.83
2018-08-23,63,26.6,30.8,24.0,31.7,10.2,87,8.7,15.2,47.9,967.3,85,14.64,3.17,,bijapur,Bijapur,18.85,80.83
2018-08-24,51,26.3,28.9,24.4,31.1,1.7,87,8.2,14.1,37.8,967.1,100,10.49,2.31,,bijapur,Bijapur,18.85,80.83
2018-08-25,51,26.3,29.3,24.2,31.1,3.1,86,8.6,15.1,47.5,966.7,100,12.6,2.76,,bijapur,Bijapur,18.85,80.83
2018-08-26,61,25.1,27.0,23.6,30.0,15.5,94,7.7,11.7,36.7,965.8,100,6.9,1.48,,bijapur,Bijapur,18.85,80.83
2018-08-27,61,24.1,25.2,23.4,28.5,17.5,97,9.5,13.1,35.6,965.6,100,4.17,0.87,,bijapur,Bijapur,18.85,80.83
2018-08-28,53,24.8,27.4,23.2,30.0,4.9,95,5.4,8.8,25.6,966.0,95,5.73,1.23,,bijapur,Bijapur,18.85,80.83
2018-08-29,51,26.6,30.5,23.0,31.9,0.9,86,5.0,11.7,33.8,967.5,91,16.4,3.36,,bijapur,Bijapur,18.85,80.83
2018-08-30,53,27.2,31.9,23.7,32.6,1.5,84,6.5,13.1,40.7,967.2,98,17.58,3.77,,bijapur,Bijapur,18.85,80.83
2018-08-31,61,26.3,29.8,24.2,31.1,3.4,85,7.2,11.8,39.6,967.6,100,13.91,3.02,,bijapur,Bijapur,18.85,80.83
2018-09-01,63,25.1,27.1,23.9,30.3,21.5,94,6.3,9.1,27.7,968.6,100,4.26,0.98,,bijapur,Bijapur,18.85,80.83
2018-09-02,53,26.0,30.1,23.3,31.1,0.8,87,5.3,8.7,37.4,968.9,99,16.29,3.36,,bijapur,Bijapur,18.85,80.83
2018-09-03,51,26.8,30.4,24.0,31.3,0.4,81,8.4,13.5,35.6,969.1,98,16.73,3.67,,bijapur,Bijapur,18.85,80.83
2018-09-04,51,27.2,31.0,24.4,31.6,1.1,78,8.1,14.1,35.3,969.3,92,18.67,4.06,,bijapur,Bijapur,18.85,80.83
2018-09-05,51,26.7,30.5,23.7,30.6,0.8,79,9.3,15.3,40.7,968.4,100,15.24,3.47,,bijapur,Bijapur,18.85,80.83
2018-09-06,63,24.7,26.3,23.8,28.9,17.6,92,10.4,14.5,31.3,966.8,100,5.39,1.27,,bijapur,Bijapur,18.85,80.83
2018-09-07,63,23.7,25.0,22.4,27.6,27.1,92,8.3,12.6,32.8,967.6,86,4.83,1.1,,bijapur,Bijapur,18.85,80.83
2018-09-08,51,25.9,30.5,20.7,30.4,0.2,82,5.6,10.5,28.4,969.3,41,19.87,4.13,,bijapur,Bijapur,18.85,80.83
2018-09-09,3,27.2,32.0,22.7,32.0,0.0,78,4.1,6.0,18.0,970.5,57,18.94,4.08,,bijapur,Bijapur,18.85,80.83
2018-09-10,51,27.9,32.2,23.6,33.6,0.2,78,3.3,5.8,20.2,972.6,86,19.57,4.2,,bijapur,Bijapur,18.85,80.83
2018-09-11,51,28.0,32.8,24.2,33.6,0.4,80,4.5,9.0,24.5,973.0,93,20.61,4.44,,bijapur,Bijapur,18.85,80.83
2018-09-12,61,27.5,31.9,24.1,33.3,2.5,82,4.1,9.0,27.4,971.2,57,21.12,4.43,,bijapur,Bijapur,18.85,80.83
2018-09-13,51,28.2,32.9,24.2,34.2,0.3,81,3.6,7.2,22.3,970.3,59,19.27,4.15,,bijapur,Bijapur,18.85,80.83
2018-09-14,51,28.1,33.0,24.1,33.7,0.8,79,3.3,5.6,19.4,971.0,87,17.5,3.81,,bijapur,Bijapur,18.85,80.83
2018-09-15,3,28.4,33.9,23.9,33.0,0.0,72,6.3,10.2,27.7,971.0,84,20.46,4.72,,bijapur,Bijapur,18.85,80.83
2018-09-16,61,27.6,33.2,24.7,32.8,2.7,80,5.8,9.0,28.8,969.2,100,19.02,4.19,,bijapur,Bijapur,18.85,80.83
2018-09-17,63,26.5,32.4,23.9,31.9,6.2,86,4.4,10.2,28.1,968.0,85,14.34,3.12,,bijapur,Bijapur,18.85,80.83
2018-09-18,53,26.4,31.6,24.1,31.5,1.1,85,5.1,9.1,29.9,968.5,95,11.94,2.68,,bijapur,Bijapur,18.85,80.83
2018-09-19,65,26.7,32.3,24.6,32.0,15.8,86,6.0,11.5,29.9,967.8,83,16.77,3.56,,bijapur,Bijapur,18.85,80.83
2018-09-20,63,25.8,28.7,24.0,30.7,17.5,90,8.8,16.8,38.2,964.7,100,10.18,2.21,,bijapur,Bijapur,18.85,80.83
2018-09-21,65,22.7,24.0,21.2,25.5,77.6,98,16.0,19.3,52.6,963.0,100,1.84,0.5,,bijapur,Bijapur,18.85,80.83
2018-09-22,61,25.5,29.8,20.7,29.3,8.8,86,12.2,17.3,41.4,970.7,80,17.64,3.69,,bijapur,Bijapur,18.85,80.83
2018-09-23,2,27.3,31.2,24.0,31.9,0.0,78,7.2,11.9,31.0,974.1,42,19.12,4.09,,bijapur,Bijapur,18.85,80.83
2018-09-24,51,27.4,31.2,24.4,33.0,0.5,83,5.6,8.2,20.5,973.6,30,19.04,4.01,,bijapur,Bijapur,18.85,80.83
2018-09-25,63,27.2,32.3,23.9,33.1,5.8,85,4.4,7.6,25.9,972.2,56,19.12,4.03,,bijapur,Bijapur,18.85,80.83
2018-09-26,63,25.6,30.7,23.6,30.8,13.5,87,4.1,7.5,21.2,971.3,69,15.13,3.15,,bijapur,Bijapur,18.85,80.83
2018-09-27,61,26.3,31.1,22.7,31.8,3.1,86,3.2,5.9,21.2,971.7,44,18.61,3.82,,bijapur,Bijapur,18.85,80.83
2018-09-28,63,26.7,32.2,23.3,32.4,7.2,85,3.1,4.7,23.4,972.2,28,18.19,3.77,,bijapur,Bijapur,18.85,80.83
2018-09-29,61,27.2,32.1,23.9,33.3,4.9,85,3.3,4.8,23.0,972.5,26,18.12,3.78,,bijapur,Bijapur,18.85,80.83
2018-09-30,55,27.7,32.8,23.7,33.7,2.1,83,3.6,5.5,21.6,972.2,24,20.19,4.27,,bijapur,Bijapur,18.85,80.83
2018-10-01,63,27.4,32.9,24.5,33.4,7.2,85,4.2,10.3,21.6,972.7,28,18.32,3.88,,bijapur,Bijapur,18.85,80.83
2018-10-02,63,27.2,33.1,23.6,32.9,4.1,84,4.2,8.4,21.6,973.3,37,18.24,3.85,,bijapur,Bijapur,18.85,80.83
2018-10-03,61,27.2,32.4,22.9,32.9,2.4,84,3.9,8.8,20.5,973.0,24,19.2,4.06,,bijapur,Bijapur,18.85,80.83
2018-10-04,55,27.2,32.9,23.5,33.3,1.6,83,2.3,5.1,18.7,973.4,19,19.83,4.11,,bijapur,Bijapur,18.85,80.83
2018-10-05,51,27.3,32.7,23.1,33.2,0.4,82,2.4,4.3,22.7,973.7,20,19.01,3.96,,bijapur,Bijapur,18.85,80.83
2018-10-06,51,27.4,33.0,22.5,32.9,0.2,81,4.0,6.6,24.1,973.5,23,19.61,4.12,,bijapur,Bijapur,18.85,80.83
2018-10-07,1,27.5,33.4,23.5,33.0,0.0,81,4.1,5.9,25.6,972.8,14,20.31,4.29,,bijapur,Bijapur,18.85,80.83
2018-10-08,1,27.4,33.6,22.9,32.0,0.0,76,5.0,8.4,22.0,971.9,11,21.15,4.59,,bijapur,Bijapur,18.85,80.83
2018-10-09,3,26.5,32.9,21.7,30.2,0.0,76,7.1,12.9,32.0,970.6,70,19.35,4.38,,bijapur,Bijapur,18.85,80.83
